iter	MultiClass
0	0.9302055125
1	0.8007814252
2	0.6975826812
3	0.6162694427
4	0.5487579802
5	0.4916018512
6	0.4436924274
7	0.4027869315
8	0.3671940855
9	0.3376769189
10	0.3111923014
11	0.2884249976
12	0.268314426
13	0.2499689514
14	0.2338358014
15	0.2200970422
16	0.2074634018
17	0.1962363759
18	0.1865876411
19	0.1780854806
20	0.1703606371
21	0.1635257295
22	0.1572248997
23	0.1516803049
24	0.1467474813
25	0.1421781
26	0.1381875707
27	0.1348170504
28	0.131596868
29	0.1285590086
30	0.1257561529
31	0.1239526647
32	0.1216424239
33	0.1196343064
34	0.1178019115
35	0.1165054049
36	0.1149963058
37	0.1135827858
38	0.1122168711
39	0.1112844942
40	0.1102252
41	0.1091773193
42	0.108161274
43	0.1072113946
44	0.106599726
45	0.1059189435
46	0.1052301249
47	0.1047262326
48	0.103928441
49	0.1033541866
50	0.1029427108
51	0.102343723
52	0.1019231914
53	0.1014423947
54	0.1010707663
55	0.100616542
56	0.1001040998
57	0.09982387584
58	0.09938217764
59	0.099133386
60	0.0987817211
61	0.09851013231
62	0.09826486811
63	0.09795158166
64	0.09772014758
65	0.09747637599
66	0.09725213879
67	0.09707703403
68	0.09684230035
69	0.09664151512
70	0.0964053656
71	0.09605750554
72	0.09585869686
73	0.0956743112
74	0.09548831118
75	0.09529791924
76	0.09514693819
77	0.09501414889
78	0.09478698721
79	0.09460645354
80	0.09441113018
81	0.0942542528
82	0.09412411633
83	0.09398472633
84	0.09382888312
85	0.09362481561
86	0.09342822136
87	0.09322900258
88	0.0930889349
89	0.09300102565
90	0.09285005374
91	0.09270320571
92	0.09260482538
93	0.09249749436
94	0.0923902426
95	0.09229316737
96	0.09218245427
97	0.09197131169
98	0.09186666238
99	0.09179506943
100	0.09170401932
101	0.09152012517
102	0.09137434138
103	0.09129423053
104	0.09121830034
105	0.09115143393
106	0.0910030275
107	0.0908858561
108	0.09081322145
109	0.09072041254
110	0.09066938693
111	0.09052665498
112	0.09048289445
113	0.09033160823
114	0.09024556806
115	0.09011770807
116	0.09002157261
117	0.08988453883
118	0.08978756893
119	0.08966864522
120	0.08959576106
121	0.08953853911
122	0.08943444095
123	0.08935968248
124	0.08929164792
125	0.08920220467
126	0.08908986108
127	0.08899522656
128	0.08889454527
129	0.08882059782
130	0.08876149289
131	0.08868353795
132	0.08860658699
133	0.08855140254
134	0.08846842443
135	0.08834194721
136	0.08826912248
137	0.08814722374
138	0.08809657142
139	0.0880365399
140	0.08796086843
141	0.08785220009
142	0.08780093234
143	0.08774669618
144	0.0876777588
145	0.08761606249
146	0.08758976505
147	0.08746234195
148	0.0873640057
149	0.08731069
150	0.08723410323
151	0.08711434696
152	0.08707096789
153	0.08694654013
154	0.08689617806
155	0.08681798152
156	0.08671843117
157	0.08662388141
158	0.08657683234
159	0.08647779204
160	0.0864168403
161	0.08636392252
162	0.0862923905
163	0.08623847447
164	0.08615729269
165	0.08606211994
166	0.08597370577
167	0.08589834578
168	0.08581678848
169	0.08574589744
170	0.0856626712
171	0.08556423485
172	0.08549673713
173	0.08545748663
174	0.08541376592
175	0.08535803069
176	0.08529684882
177	0.0852506576
178	0.08518936288
179	0.08513285013
180	0.08508250715
181	0.08501577497
182	0.08497303305
183	0.08493067499
184	0.08487501017
185	0.08483301597
186	0.0847908788
187	0.08467832225
188	0.08462698587
189	0.08458597635
190	0.08454964573
191	0.08452591725
192	0.08449179094
193	0.08445766848
194	0.08441955954
195	0.08436456577
196	0.08429251398
197	0.0842508
198	0.08413864702
199	0.08407968276
200	0.08404918381
201	0.08401482643
202	0.08395715723
203	0.08392696182
204	0.08386411336
205	0.08382440806
206	0.08378597706
207	0.08374213574
208	0.08367302446
209	0.08362441045
210	0.08357017938
211	0.08354627863
212	0.0835134799
213	0.08347166338
214	0.08343857263
215	0.08338674051
216	0.08331824683
217	0.08328341416
218	0.08323363369
219	0.08320754597
220	0.08318321327
221	0.08312212712
222	0.08304749453
223	0.08300108501
224	0.0829656501
225	0.08288861745
226	0.08282425772
227	0.08279017754
228	0.08276533644
229	0.08272849271
230	0.08266223592
231	0.08259914252
232	0.08254956203
233	0.08251053972
234	0.0824379604
235	0.08240494376
236	0.08234367866
237	0.08229762901
238	0.08224497276
239	0.0822113039
240	0.08212684702
241	0.08208730795
242	0.08204693968
243	0.08200933099
244	0.08195734216
245	0.08190543766
246	0.08187316632
247	0.08185428333
248	0.08180123671
249	0.08175761211
250	0.08168604898
251	0.08159983399
252	0.08157147874
253	0.08150758716
254	0.0814776533
255	0.08142122375
256	0.08138765613
257	0.08131442961
258	0.08127070637
259	0.08122649673
260	0.08116350665
261	0.08114282247
262	0.08109187881
263	0.08102041769
264	0.08099501082
265	0.08095932236
266	0.08090149028
267	0.08084730362
268	0.08078604585
269	0.08072863726
270	0.08068379842
271	0.08060696685
272	0.0805548477
273	0.08048632918
274	0.08045707524
275	0.08043966581
276	0.08041528517
277	0.08036451525
278	0.08031511024
279	0.08029451236
280	0.08025599307
281	0.08022186404
282	0.0801532147
283	0.08011904671
284	0.08008460261
285	0.0800575452
286	0.08001948881
287	0.07994755376
288	0.07989600148
289	0.07986608159
290	0.07981144029
291	0.07979564433
292	0.07975556955
293	0.07970784388
294	0.07966083052
295	0.07961266461
296	0.07956379891
297	0.07952154689
298	0.0795001658
299	0.07945540107
300	0.07940978902
301	0.07937246721
302	0.07934753642
303	0.07930756661
304	0.07926653625
305	0.07923418804
306	0.07920977516
307	0.07916439648
308	0.07913167569
309	0.07910680835
310	0.07908631075
311	0.07904174454
312	0.07901469164
313	0.07896985342
314	0.07891417063
315	0.07887074109
316	0.07884198387
317	0.07881260015
318	0.07877411155
319	0.07875281783
320	0.07873260014
321	0.07869742603
322	0.07866457092
323	0.0786155212
324	0.07859357824
325	0.07857376196
326	0.07854513396
327	0.07851309804
328	0.0784937285
329	0.0784534356
330	0.07840427702
331	0.07836968322
332	0.07832116739
333	0.07829413465
334	0.07826463232
335	0.07823288514
336	0.07817945431
337	0.07815269684
338	0.07811487795
339	0.07809186271
340	0.07803559886
341	0.07802524045
342	0.07800119156
343	0.07797965265
344	0.07794254928
345	0.07793194085
346	0.07788111687
347	0.07784183511
348	0.07782676401
349	0.07779393638
350	0.07775989088
351	0.07772033715
352	0.07766972159
353	0.0776480328
354	0.07762510975
355	0.07759802487
356	0.07757054015
357	0.07749164206
358	0.0774520872
359	0.07742826847
360	0.07739819369
361	0.07736088833
362	0.07733719032
363	0.0773170008
364	0.07730555733
365	0.0772935811
366	0.07726611975
367	0.07721857915
368	0.07717399068
369	0.07715574365
370	0.07712242261
371	0.07709680245
372	0.07705286522
373	0.07702167993
374	0.07701080463
375	0.07696813213
376	0.07695169898
377	0.07690364959
378	0.07684792632
379	0.07679910482
380	0.07676277473
381	0.0767352519
382	0.07668057607
383	0.07665442867
384	0.07663074292
385	0.07657230118
386	0.07655274948
387	0.07653621312
388	0.07652538901
389	0.07647970217
390	0.07643734628
391	0.07641208676
392	0.07639054089
393	0.07638190191
394	0.07634608773
395	0.07632445961
396	0.0762883426
397	0.07627573839
398	0.07624090112
399	0.07621642611
400	0.07614763848
401	0.07610614429
402	0.07606396162
403	0.07604409664
404	0.07600307324
405	0.07598101577
406	0.07595773252
407	0.07592006776
408	0.07588297813
409	0.07586299001
410	0.07583857468
411	0.0758281606
412	0.07580505371
413	0.07577971017
414	0.07574690222
415	0.07572711243
416	0.07569831797
417	0.07565965417
418	0.07562795094
419	0.0755820001
420	0.07556487446
421	0.07554778059
422	0.07551893797
423	0.07549754221
424	0.07545918652
425	0.07543304672
426	0.07541711907
427	0.07539569935
428	0.07537605125
429	0.07534733753
430	0.07532415525
431	0.07529632902
432	0.07526826862
433	0.07523015115
434	0.07521874649
435	0.07520343543
436	0.0751643846
437	0.0751483485
438	0.07513366941
439	0.07511401712
440	0.0750973638
441	0.07506677557
442	0.07504876335
443	0.07501231961
444	0.07500750623
445	0.07498910147
446	0.07497793704
447	0.07495173859
448	0.07493966591
449	0.07493523487
450	0.07492724723
451	0.07489925763
452	0.07487251981
453	0.07485920861
454	0.07484530897
455	0.07483784662
456	0.07482052907
457	0.07480317741
458	0.07475697238
459	0.07470546434
460	0.07465931148
461	0.07462483504
462	0.07459946744
463	0.07457650093
464	0.07454022751
465	0.07451744707
466	0.07450016921
467	0.07449450288
468	0.07445788075
469	0.07444807712
470	0.07442781078
471	0.07440743831
472	0.07439222565
473	0.07437087608
474	0.07436138375
475	0.07434484282
476	0.07430870331
477	0.07427178203
478	0.07424023497
479	0.07421204891
480	0.07418901303
481	0.07417016699
482	0.07414819431
483	0.07413470895
484	0.07407586232
485	0.07404015587
486	0.07402664762
487	0.07401820683
488	0.07399689721
489	0.07397380825
490	0.07396417096
491	0.07391897377
492	0.0739031045
493	0.0738918734
494	0.07387200191
495	0.07385852245
496	0.07382828095
497	0.07378323604
498	0.07374700067
499	0.07373438656
